,goout,Walc,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,romantic_no,romantic_yes,sex_F,sex_M
330,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
331,3,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
332,3,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
333,3,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
334,4,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
335,3,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
336,2,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
337,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
338,2,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
339,2,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
340,3,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
341,4,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
342,5,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
343,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
344,2,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
345,4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
346,1,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
347,4,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
348,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
349,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
350,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
351,3,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
352,3,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
353,4,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
354,3,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
355,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
356,4,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
357,4,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
358,4,4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
359,4,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
360,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
361,4,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
362,4,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
363,4,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
364,4,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
365,2,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
366,3,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
367,3,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
368,5,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
369,5,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
370,4,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
371,5,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
372,2,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
373,2,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
374,3,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
375,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
376,5,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
377,3,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
378,5,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
379,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
380,4,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
381,3,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
382,5,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
383,5,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
384,4,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
385,5,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
386,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
387,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
388,4,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
389,3,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
390,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
391,5,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
392,2,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
393,3,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
394,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
395,3,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
396,3,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
397,1,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
398,3,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
399,3,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
400,2,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
401,5,3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
402,3,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
403,4,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
404,5,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
405,3,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
406,2,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
407,2,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
408,4,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
409,5,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
410,4,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
411,2,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
412,2,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
413,3,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
414,2,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
415,5,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
416,4,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
417,4,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
418,3,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
419,4,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
420,4,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
421,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
422,2,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
423,3,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
424,4,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
425,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
426,4,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
427,2,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
428,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
429,2,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
430,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
431,4,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
432,4,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
433,1,5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
434,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
435,3,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
436,3,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
437,3,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
438,5,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
439,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
440,5,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
441,3,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
442,4,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
443,4,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
444,5,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
445,5,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
446,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
447,5,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
448,2,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
449,2,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
450,4,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
451,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
452,5,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
453,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
454,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
455,2,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
456,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
457,5,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
458,2,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
459,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
460,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
461,2,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
462,1,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
463,3,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
464,4,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
465,4,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
466,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
467,4,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
468,3,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
469,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
470,4,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
471,4,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
472,2,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
473,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
474,4,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
475,2,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
476,3,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
477,3,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
478,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
479,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
480,4,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
481,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
482,1,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
483,5,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
484,4,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
485,5,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
486,3,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
487,2,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
488,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
489,3,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
490,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
491,4,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
492,2,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
493,4,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
494,5,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
495,4,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
496,4,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
497,5,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
498,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
499,5,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
500,5,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
501,5,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
502,5,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
503,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
504,5,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
505,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
506,4,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
507,3,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
508,5,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
509,2,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
510,2,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
511,5,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
512,2,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
513,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
514,3,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
515,5,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
516,3,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
517,5,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
518,2,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
519,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
520,2,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
521,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
522,4,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
523,5,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
524,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
525,3,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
526,3,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
527,3,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
528,3,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
529,3,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
530,4,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
531,3,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
532,2,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
533,2,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
534,2,5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
535,5,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
536,5,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
537,3,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
538,3,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
539,4,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
540,3,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
541,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
542,5,4,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
543,3,3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
544,2,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
545,4,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
546,5,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
547,2,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
548,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
549,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
550,2,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
551,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
552,3,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
553,2,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
554,5,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
555,4,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
556,4,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
557,4,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
558,5,5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
559,2,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
560,5,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
561,3,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
562,3,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
563,1,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
564,5,3,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
565,5,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
566,3,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
567,1,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
568,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
569,5,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
570,3,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
571,3,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
572,5,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
573,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
574,3,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
575,4,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
576,5,5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
577,4,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
578,4,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
579,3,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
580,4,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
581,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
582,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
583,5,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
584,3,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
585,3,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
586,5,3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
587,3,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
588,2,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
589,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
590,4,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
591,5,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
592,3,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
593,3,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
594,5,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
595,5,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
596,3,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
597,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
598,4,5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
599,5,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
600,3,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
601,1,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
602,5,4,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
603,1,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
604,2,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
605,5,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
606,3,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
607,3,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
608,3,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
609,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
610,4,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
611,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
612,5,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
613,4,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
614,3,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
615,3,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
616,2,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
617,2,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
618,4,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
619,2,3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
620,4,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
621,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
622,4,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
623,2,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
624,1,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
625,3,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
626,2,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
627,3,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
628,3,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
629,5,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
630,4,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
631,2,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
632,3,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
633,3,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
634,3,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
635,4,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
636,4,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
637,3,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
638,3,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
639,2,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
640,3,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
641,3,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
642,4,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
643,3,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
644,2,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
645,4,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
646,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
647,5,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
648,1,4,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
